WKT,name,description
"LINESTRING (-79.9976255 35.97653809999999, -79.8101976 36.0689296)",High Point University & University of North Carolina Greensboro,
"LINESTRING (-79.99025759999999 40.4369485, -79.9605375 40.44402789999999)",Duquesne University & University of Pittsburgh,
"LINESTRING (-79.99025759999999 40.4369485, -79.9697147 39.6480359)",Duquesne University & West Virginia University,
"LINESTRING (-79.9605375 40.44402789999999, -78.6376191 40.50382)",University of Pittsburgh & Saint Francis University,
"LINESTRING (-79.9596641 32.7973082, -79.93700179999999 32.7834441)",The Citadel & College of Charleston,
"LINESTRING (-79.8101976 36.0689296, -79.77292419999999 36.0806927)",University of North Carolina Greensboro & North Carolina A&T State University,
"LINESTRING (-79.77292419999999 36.0806927, -79.5023649 36.1028244)",North Carolina A&T State University & Elon University,
"LINESTRING (-79.5023649 36.1028244, -79.0469134 35.9049122)",Elon University & University of North Carolina at Chapel Hill,
"LINESTRING (-79.4351978 37.7909313, -79.17841229999999 37.3492244)",Virginia Military Institute & Liberty University,
"LINESTRING (-79.17841229999999 37.3492244, -78.3961973 37.29717979999999)",Liberty University & Longwood University,
"LINESTRING (-79.0469134 35.9049122, -78.9382286 36.0014258)",University of North Carolina at Chapel Hill & Duke University,
"LINESTRING (-79.0349955 43.1369816, -78.7889697 43.0008093)",Niagara University & University at Buffalo,
"LINESTRING (-79.0136958 33.79611939999999, -77.8696036 34.22387399999999)",Coastal Carolina University & University of North Carolina Wilmington,
"LINESTRING (-78.9382286 36.0014258, -78.899654 35.97524869999999)",Duke University & North Carolina Central University,
"LINESTRING (-78.899654 35.97524869999999, -78.6812824 35.7850744)",North Carolina Central University & North Carolina State University,
"LINESTRING (-78.8697548 38.435092, -78.5079772 38.0335529)",James Madison University & University of Virginia,
"LINESTRING (-78.8550954 42.9237929, -78.7889697 43.0008093)",Canisius University & University at Buffalo,
"LINESTRING (-78.8550954 42.9237929, -78.4829439 42.07857680000001)",Canisius University & St. Bonaventure University,
"LINESTRING (-78.7397718 35.408157, -78.6812824 35.7850744)",Campbell University & North Carolina State University,
"LINESTRING (-78.6812824 35.7850744, -77.3665364 35.6068806)",North Carolina State University & East Carolina University,
"LINESTRING (-78.6376191 40.50382, -77.8599084 40.7982133)",Saint Francis University & The Pennsylvania State University,
"LINESTRING (-78.5079772 38.0335529, -78.3961973 37.29717979999999)",University of Virginia & Longwood University,
"LINESTRING (-78.4829439 42.07857680000001, -77.8599084 40.7982133)",St. Bonaventure University & The Pennsylvania State University,
"LINESTRING (-78.3961973 37.29717979999999, -77.5397192 37.5758243)",Longwood University & University of Richmond,
"LINESTRING (-77.8599084 40.7982133, -77.3486971 39.6799914)",The Pennsylvania State University & Mount St. Mary's University,
"LINESTRING (-77.8599084 40.7982133, -76.88507589999999 40.9547722)",The Pennsylvania State University & Bucknell University,
"LINESTRING (-77.5397192 37.5758243, -77.31174709999999 38.8314578)",University of Richmond & George Mason University,
"LINESTRING (-77.5397192 37.5758243, -77.4527359 37.5526695)",University of Richmond & Virginia Commonwealth University,
"LINESTRING (-77.4527359 37.5526695, -76.7091042 37.2694402)",Virginia Commonwealth University & William and Mary College,
"LINESTRING (-77.3486971 39.6799914, -76.7106829 39.2553955)",Mount St. Mary's University & University of Maryland Baltimore County,
"LINESTRING (-77.31174709999999 38.8314578, -77.088922 38.9380155)",George Mason University & American University,
"LINESTRING (-77.088922 38.9380155, -77.07225849999999 38.9076089)",American University & Georgetown University,
"LINESTRING (-77.07225849999999 38.9076089, -77.0470916 38.8991756)",Georgetown University & George Washington University,
"LINESTRING (-77.0470916 38.8991756, -77.0194377 38.9226843)",George Washington University & Howard University,
"LINESTRING (-77.0194377 38.9226843, -76.9425543 38.9869183)",Howard University & University of Maryland,
"LINESTRING (-76.9425543 38.9869183, -76.7106829 39.2553955)",University of Maryland & University of Maryland Baltimore County,
"LINESTRING (-76.88507589999999 40.9547722, -75.9694885 42.0894288)",Bucknell University & Binghamton University,
"LINESTRING (-76.7106829 39.2553955, -76.65799729999999 39.31260109999999)",University of Maryland Baltimore County & Coppin State University,
"LINESTRING (-76.7106829 39.2553955, -76.4839405 38.98206580000001)",University of Maryland Baltimore County & United States Naval Academy,
"LINESTRING (-76.7091042 37.2694402, -76.3343603 37.02283919999999)",William and Mary College & Hampton University,
"LINESTRING (-76.65799729999999 39.31260109999999, -76.6172375 39.3476737)",Coppin State University & Loyola University Maryland,
"LINESTRING (-76.6172375 39.3476737, -76.5843847 39.3437959)",Loyola University Maryland & Morgan State University,
"LINESTRING (-76.6172375 39.3476737, -76.61263919999999 39.39251209999999)",Loyola University Maryland & Towson University,
"LINESTRING (-76.5843847 39.3437959, -75.7506114 39.6779504)",Morgan State University & University of Delaware,
"LINESTRING (-76.4735027 42.4534492, -76.1336922 43.03865020000001)",Cornell University & Syracuse University,
"LINESTRING (-76.4735027 42.4534492, -75.9694885 42.0894288)",Cornell University & Binghamton University,
"LINESTRING (-76.3343603 37.02283919999999, -76.3058786 36.8853217)",Hampton University & Old Dominion University,
"LINESTRING (-76.3058786 36.8853217, -76.2620987 36.8479292)",Old Dominion University & Norfolk State University,
"LINESTRING (-76.1336922 43.03865020000001, -75.5407355 42.8155894)",Syracuse University & Colgate University,
"LINESTRING (-75.7506114 39.6779504, -75.3425785 40.0368926)",University of Delaware & Villanova University,
"LINESTRING (-75.7506114 39.6779504, -75.54340309999999 39.1852205)",University of Delaware & Delaware State University,
"LINESTRING (-75.6848002 38.2102166, -75.54340309999999 39.1852205)",University of Maryland Eastern Shore & Delaware State University,
"LINESTRING (-75.3775187 40.6048687, -75.2101079 40.69847129999999)",Lehigh University & Lafayette College,
"LINESTRING (-75.3775187 40.6048687, -75.3425785 40.0368926)",Lehigh University & Villanova University,
"LINESTRING (-75.3425785 40.0368926, -75.2061581 39.9657716)",Villanova University & Saint Joseph's University,
"LINESTRING (-75.2061581 39.9657716, -75.18994409999999 39.95661269999999)",Saint Joseph's University & Drexel University,
"LINESTRING (-75.1932137 39.9522188, -75.18994409999999 39.95661269999999)",University of Pennsylvania & Drexel University,
"LINESTRING (-75.18994409999999 39.95661269999999, -75.1553563 39.9811911)",Drexel University & Temple University,
"LINESTRING (-75.1558184 40.0390398, -74.7407633 40.2811583)",La Salle University & Rider University,
"LINESTRING (-75.1558184 40.0390398, -75.1553563 39.9811911)",La Salle University & Temple University,
"LINESTRING (-74.7407633 40.2811583, -74.65507389999999 40.3430942)",Rider University & Princeton University,
"LINESTRING (-74.65507389999999 40.3430942, -74.246082 40.7430841)",Princeton University & Seton Hall University,
"LINESTRING (-74.246082 40.7430841, -74.1793225 40.74234619999999)",Seton Hall University & New Jersey Institute of Technology,
"LINESTRING (-74.1793225 40.74234619999999, -74.17418909999999 40.7416983)",New Jersey Institute of Technology & Rutgers University,
"LINESTRING (-74.17418909999999 40.7416983, -74.07003259999999 40.72694920000001)",Rutgers University & Saint Peter's University,
"LINESTRING (-74.09438229999999 40.6149557, -74.07003259999999 40.72694920000001)",Wagner College & Saint Peter's University,
"LINESTRING (-74.09438229999999 40.6149557, -74.0054114 40.28027579999999)",Wagner College & Monmouth University,
"LINESTRING (-74.07003259999999 40.72694920000001, -73.98654619999999 40.69011359999999)",Saint Peter's University & St. Francis College,
"LINESTRING (-74.0303046 40.898241, -73.9625727 40.8075355)",Fairleigh Dickinson University & Columbia University,
"LINESTRING (-73.98654619999999 40.69011359999999, -73.9805528 40.691145)",St. Francis College & Long Island University Brooklyn,
"LINESTRING (-73.9805528 40.691145, -73.9625727 40.8075355)",Long Island University Brooklyn & Columbia University,
"LINESTRING (-73.9625727 40.8075355, -73.8852771 40.8614567)",Columbia University & Fordham University,
"LINESTRING (-73.95710729999999 41.3889095, -73.78634939999999 40.9270597)",United States Military Academy & Iona University,
"LINESTRING (-73.95710729999999 41.3889095, -73.9344876 41.7231052)",United States Military Academy & Marist College,
"LINESTRING (-73.9344876 41.7231052, -73.8247903 42.6850273)",Marist College & University at Albany,
"LINESTRING (-73.9011239 40.8900515, -73.8852771 40.8614567)",Manhattan College & Fordham University,
"LINESTRING (-73.8852771 40.8614567, -73.78634939999999 40.9270597)",Fordham University & Iona University,
"LINESTRING (-73.8852771 40.8614567, -73.7947689 40.72159789999999)",Fordham University & St John's University,
"LINESTRING (-73.8247903 42.6850273, -73.7513323 42.71894959999999)",University at Albany & Siena College,
"LINESTRING (-73.7947689 40.72159789999999, -73.5993965 40.7166872)",St John's University & Hofstra University,
"LINESTRING (-73.5993965 40.7166872, -73.1204032 40.908119)",Hofstra University & Stony Brook University,
"LINESTRING (-73.2575513 41.1598949, -73.1204032 40.908119)",Fairfield University & Stony Brook University,
"LINESTRING (-73.2575513 41.1598949, -73.24239469999999 41.220562)",Fairfield University & Sacred Heart University,
"LINESTRING (-73.24239469999999 41.220562, -72.92234309999999 41.3163244)",Sacred Heart University & Yale University,
"LINESTRING (-73.1964637 44.4778528, -72.2886934 43.70444059999999)",University of Vermont & Dartmouth College,
"LINESTRING (-72.92234309999999 41.3163244, -72.89364929999999 41.4189262)",Yale University & Quinnipiac University,
"LINESTRING (-72.89364929999999 41.4189262, -72.7638508 41.6931245)",Quinnipiac University & Central Connecticut State University,
"LINESTRING (-72.7638508 41.6931245, -72.2539805 41.8077414)",Central Connecticut State University & University of Connecticut,
"LINESTRING (-72.5300515 42.3867598, -72.2539805 41.8077414)",University of Massachusetts Amherst & University of Connecticut,
"LINESTRING (-72.5300515 42.3867598, -72.2886934 43.70444059999999)",University of Massachusetts Amherst & Dartmouth College,
"LINESTRING (-72.2539805 41.8077414, -71.8079608 42.2392391)",University of Connecticut & College of the Holy Cross,
"LINESTRING (-71.8079608 42.2392391, -71.53772649999999 41.9220919)",College of the Holy Cross & Bryant University,
"LINESTRING (-71.53772649999999 41.9220919, -71.4347475 41.8440047)",Bryant University & Providence College,
"LINESTRING (-71.53067879999999 41.4862328, -71.4025482 41.82677179999999)",University of Rhode Island & Brown University,
"LINESTRING (-71.4347475 41.8440047, -71.4025482 41.82677179999999)",Providence College & Brown University,
"LINESTRING (-71.4025482 41.82677179999999, -71.08091300000001 42.05810530000001)",Brown University & Stonehill College,
"LINESTRING (-71.3247164 42.6552587, -71.1234527 42.6673814)",University of Massachusetts Lowell & Merrimack College,
"LINESTRING (-71.16849450000001 42.3355488, -71.1182488 42.3744368)",Boston College & Harvard University,
"LINESTRING (-71.1234527 42.6673814, -70.92890539999999 43.1373391)",Merrimack College & University of New Hampshire,
"LINESTRING (-71.1234527 42.6673814, -71.1182488 42.3744368)",Merrimack College & Harvard University,
"LINESTRING (-71.1182488 42.3744368, -71.1053991 42.3504997)",Harvard University & Boston University,
"LINESTRING (-71.1053991 42.3504997, -71.0898892 42.339904)",Boston University & Northeastern University,
"LINESTRING (-71.0898892 42.339904, -71.08091300000001 42.05810530000001)",Northeastern University & Stonehill College,
"LINESTRING (-70.92890539999999 43.1373391, -68.66882509999999 44.901867)",University of New Hampshire & University of Maine,
